DOI,MLA,APA,Chicago,Harvard,Vancouver
"10.15446/mo.n65.102641","Shriethar, Natarajan, et al. “RASPBERRY PI-BASED SENSOR NETWORK FOR MULTI-PURPOSE NONLINEAR MOTION DETECTION IN LABORATORIES USING MEMS.” MOMENTO, no. 65, Universidad Nacional de Colombia, 5 July 2022, pp. 52–64. Crossref, https://doi.org/10.15446/mo.n65.102641.","Shriethar, N., Chandramohan, N., & Rathinam, C. (2022). RASPBERRY PI-BASED SENSOR NETWORK FOR MULTI-PURPOSE NONLINEAR MOTION DETECTION IN LABORATORIES USING MEMS. In MOMENTO (Issue 65, pp. 52–64). Universidad Nacional de Colombia. https://doi.org/10.15446/mo.n65.102641","Shriethar, Natarajan, Narmadha Chandramohan, and Chandramohan Rathinam. 2022. “RASPBERRY PI-BASED SENSOR NETWORK FOR MULTI-PURPOSE NONLINEAR MOTION DETECTION IN LABORATORIES USING MEMS.” MOMENTO. Universidad Nacional de Colombia. https://doi.org/10.15446/mo.n65.102641.","Shriethar, N., Chandramohan, N. and Rathinam, C. (2022) “RASPBERRY PI-BASED SENSOR NETWORK FOR MULTI-PURPOSE NONLINEAR MOTION DETECTION IN LABORATORIES USING MEMS,” MOMENTO. Universidad Nacional de Colombia. Available at: https://doi.org/10.15446/mo.n65.102641.","Shriethar N, Chandramohan N, Rathinam C. RASPBERRY PI-BASED SENSOR NETWORK FOR MULTI-PURPOSE NONLINEAR MOTION DETECTION IN LABORATORIES USING MEMS. Momento 2022:52–64. https://doi.org/10.15446/mo.n65.102641."
"10.35940/ijrte.C6804.098319","Sudharsna*, G. R. Sri, et al. “Design of Wireless Video Surveillance Robot Using Raspberry-Pi.” International Journal of Recent Technology and Engineering (IJRTE), vol. 8, no. 3, Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP, 30 Sept. 2019, pp. 4470–71. Crossref, https://doi.org/10.35940/ijrte.c6804.098319.","Sudharsna*, G. R. S., & Srinivasan, A. (2019). Design of Wireless Video Surveillance Robot using Raspberry-Pi. In International Journal of Recent Technology and Engineering (IJRTE) (Vol. 8, Issue 3, pp. 4470–4471). Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP. https://doi.org/10.35940/ijrte.c6804.098319","Sudharsna*, G.R.Sri, and A. Srinivasan. 2019. “Design of Wireless Video Surveillance Robot Using Raspberry-Pi.” International Journal of Recent Technology and Engineering (IJRTE). Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP. https://doi.org/10.35940/ijrte.c6804.098319.","Sudharsna*, G.R.S. et al. (2019) “Design of Wireless Video Surveillance Robot using Raspberry-Pi,” International Journal of Recent Technology and Engineering (IJRTE). Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP. Available at: https://doi.org/10.35940/ijrte.c6804.098319.","Sudharsna* GRS, Srinivasan A. Design of Wireless Video Surveillance Robot using Raspberry-Pi. IJRTE 2019;8:4470–1. https://doi.org/10.35940/ijrte.c6804.098319."
"10.23919/MIPRO.2019.08756967","DOI not found","DOI not found","DOI not found","DOI not found","DOI not found"
"10.1007/978-981-16-7274-3_22","Pal, Suman Kumar, et al. “Gesture Controlled Robot-Car Using Raspberry PI.” Lecture Notes in Electrical Engineering, Springer Nature Singapore, 2022, pp. 251–59. Crossref, https://doi.org/10.1007/978-981-16-7274-3_22.","Pal, S. K., Bano, A., Jana, A., Kundu, M., & Ghosh, A. (2022). Gesture Controlled Robot-Car Using Raspberry PI. In Lecture Notes in Electrical Engineering (pp. 251–259). Springer Nature Singapore. https://doi.org/10.1007/978-981-16-7274-3_22","Pal, Suman Kumar, Afreen Bano, Ayan Jana, Mitun Kundu, and Arijit Ghosh. 2022. “Gesture Controlled Robot-Car Using Raspberry PI.” Lecture Notes in Electrical Engineering. Springer Nature Singapore. https://doi.org/10.1007/978-981-16-7274-3_22.","Pal, S.K. et al. (2022) “Gesture Controlled Robot-Car Using Raspberry PI,” Lecture Notes in Electrical Engineering. Springer Nature Singapore. Available at: https://doi.org/10.1007/978-981-16-7274-3_22.","Pal SK, Bano A, Jana A, Kundu M, Ghosh A. Gesture Controlled Robot-Car Using Raspberry PI. Lecture Notes in Electrical Engineering 2022:251–9. https://doi.org/10.1007/978-981-16-7274-3_22."
"10.1109/ICASERT.2019.8934566","Khanom, Mahfuza, et al. “A Comparative Study of Walking Assistance Tools Developed for the Visually Impaired People.” 2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT), IEEE, May 2019. Crossref, https://doi.org/10.1109/icasert.2019.8934566.","Khanom, M., Sadi, M. S., & Islam, Md. M. (2019). A Comparative Study of Walking Assistance Tools Developed for the Visually Impaired People. In 2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT). 2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT). IEEE. https://doi.org/10.1109/icasert.2019.8934566","Khanom, Mahfuza, Muhammad Sheikh Sadi, and Md. Milon Islam. 2019. “A Comparative Study of Walking Assistance Tools Developed for the Visually Impaired People.” 2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT). IEEE. https://doi.org/10.1109/icasert.2019.8934566.","Khanom, M., Sadi, M.S. and Islam, Md.M. (2019) “A Comparative Study of Walking Assistance Tools Developed for the Visually Impaired People,” 2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT). 2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT), IEEE. Available at: https://doi.org/10.1109/icasert.2019.8934566.","Khanom M, Sadi MS, Islam MdM. A Comparative Study of Walking Assistance Tools Developed for the Visually Impaired People. 2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT) 2019. https://doi.org/10.1109/icasert.2019.8934566."
"10.1007/978-81-322-2208-8_60","Sabarinath, S., et al. “Accelerated FFT Computation for GNU Radio Using GPU of Raspberry Pi.” Computational Intelligence in Data Mining - Volume 2, Springer India, 11 Dec. 2014, pp. 657–64. Crossref, https://doi.org/10.1007/978-81-322-2208-8_60.","Sabarinath, S., Shyam, R., Aneesh, C., Gandhiraj, R., & Soman, K. P. (2014). Accelerated FFT Computation for GNU Radio Using GPU of Raspberry Pi. In Computational Intelligence in Data Mining - Volume 2 (pp. 657–664). Springer India. https://doi.org/10.1007/978-81-322-2208-8_60","Sabarinath, S., R. Shyam, C. Aneesh, R. Gandhiraj, and K. P. Soman. 2014. “Accelerated FFT Computation for GNU Radio Using GPU of Raspberry Pi.” Computational Intelligence in Data Mining - Volume 2. Springer India. https://doi.org/10.1007/978-81-322-2208-8_60.","Sabarinath, S. et al. (2014) “Accelerated FFT Computation for GNU Radio Using GPU of Raspberry Pi,” Computational Intelligence in Data Mining - Volume 2. Springer India. Available at: https://doi.org/10.1007/978-81-322-2208-8_60.","Sabarinath S, Shyam R, Aneesh C, Gandhiraj R, Soman KP. Accelerated FFT Computation for GNU Radio Using GPU of Raspberry Pi. Computational Intelligence in Data Mining - Volume 2 2014:657–64. https://doi.org/10.1007/978-81-322-2208-8_60."
"10.1109/RAICS.2018.8635050","Sreejithlal, A., et al. “Pressure Sensor Test System Using Raspberry Pi.” 2018 IEEE Recent Advances in Intelligent Computational Systems (RAICS), IEEE, Dec. 2018. Crossref, https://doi.org/10.1109/raics.2018.8635050.","Sreejithlal, A., Syam, M. N., Letha, T. M., Madhusoodanan, K. P. M., & Shooja, A. (2018). Pressure Sensor Test System Using Raspberry Pi. In 2018 IEEE Recent Advances in Intelligent Computational Systems (RAICS). 2018 IEEE Recent Advances in Intelligent Computational Systems (RAICS). IEEE. https://doi.org/10.1109/raics.2018.8635050","Sreejithlal, A., M. N. Syam, T. M. Letha, K. P. M. Madhusoodanan, and A. Shooja. 2018. “Pressure Sensor Test System Using Raspberry Pi.” 2018 IEEE Recent Advances in Intelligent Computational Systems (RAICS). IEEE. https://doi.org/10.1109/raics.2018.8635050.","Sreejithlal, A. et al. (2018) “Pressure Sensor Test System Using Raspberry Pi,” 2018 IEEE Recent Advances in Intelligent Computational Systems (RAICS). 2018 IEEE Recent Advances in Intelligent Computational Systems (RAICS), IEEE. Available at: https://doi.org/10.1109/raics.2018.8635050.","Sreejithlal A, Syam MN, Letha TM, Madhusoodanan KPM, Shooja A. Pressure Sensor Test System Using Raspberry Pi. 2018 IEEE Recent Advances in Intelligent Computational Systems (RAICS) 2018. https://doi.org/10.1109/raics.2018.8635050."
"10.14569/ijacsa.2018.091180","Kusyanti, Ari, et al. “Performance Evaluation of Trivium on Raspberry Pi.” International Journal of Advanced Computer Science and Applications, vol. 9, no. 11, The Science and Information Organization, 2018. Crossref, https://doi.org/10.14569/ijacsa.2018.091180.","Kusyanti, A., Shahid, S., Puspa, H., & Samanhudi, Y. (2018). Performance Evaluation of Trivium on Raspberry Pi. In International Journal of Advanced Computer Science and Applications (Vol. 9, Issue 11). The Science and Information Organization. https://doi.org/10.14569/ijacsa.2018.091180","Kusyanti, Ari, Syahifudin Shahid, Harin Puspa, and Yazid Samanhudi. 2018. “Performance Evaluation of Trivium on Raspberry Pi.” International Journal of Advanced Computer Science and Applications. The Science and Information Organization. https://doi.org/10.14569/ijacsa.2018.091180.","Kusyanti, A. et al. (2018) “Performance Evaluation of Trivium on Raspberry Pi,” International Journal of Advanced Computer Science and Applications. The Science and Information Organization. Available at: https://doi.org/10.14569/ijacsa.2018.091180.","Kusyanti A, Shahid S, Puspa H, Samanhudi Y. Performance Evaluation of Trivium on Raspberry Pi. Ijacsa 2018;9. https://doi.org/10.14569/ijacsa.2018.091180."
"10.1109/ICCDCS.2017.7959718","Caldas-Calle, L., et al. “QoS Evaluation of VPN in a Raspberry Pi Devices over Wireless Network.” 2017 International Caribbean Conference on Devices, Circuits and Systems (ICCDCS), IEEE, June 2017. Crossref, https://doi.org/10.1109/iccdcs.2017.7959718.","Caldas-Calle, L., Jara, J., Huerta, M., & Gallegos, P. (2017). QoS evaluation of VPN in a Raspberry Pi devices over wireless network. In 2017 International Caribbean Conference on Devices, Circuits and Systems (ICCDCS). 2017 International Caribbean Conference on Devices, Circuits and Systems (ICCDCS). IEEE. https://doi.org/10.1109/iccdcs.2017.7959718","Caldas-Calle, L., J. Jara, M. Huerta, and P. Gallegos. 2017. “QoS Evaluation of VPN in a Raspberry Pi Devices over Wireless Network.” 2017 International Caribbean Conference on Devices, Circuits and Systems (ICCDCS). IEEE. https://doi.org/10.1109/iccdcs.2017.7959718.","Caldas-Calle, L. et al. (2017) “QoS evaluation of VPN in a Raspberry Pi devices over wireless network,” 2017 International Caribbean Conference on Devices, Circuits and Systems (ICCDCS). 2017 International Caribbean Conference on Devices, Circuits and Systems (ICCDCS), IEEE. Available at: https://doi.org/10.1109/iccdcs.2017.7959718.","Caldas-Calle L, Jara J, Huerta M, Gallegos P. QoS evaluation of VPN in a Raspberry Pi devices over wireless network. 2017 International Caribbean Conference on Devices, Circuits and Systems (ICCDCS) 2017. https://doi.org/10.1109/iccdcs.2017.7959718."
"10.1109/FDTC53659.2021.00017","Won, Yoo-Seung, and Shivam Bhasin. “Are Cold Boot Attacks Still Feasible: A Case Study on Raspberry Pi With Stacked Memory.” 2021 Workshop on Fault Detection and Tolerance in Cryptography (FDTC), IEEE, Sept. 2021. Crossref, https://doi.org/10.1109/fdtc53659.2021.00017.","Won, Y.-S., & Bhasin, S. (2021). Are Cold Boot Attacks Still Feasible: A Case Study on Raspberry Pi With Stacked Memory. In 2021 Workshop on Fault Detection and Tolerance in Cryptography (FDTC). 2021 Workshop on Fault Detection and Tolerance in Cryptography (FDTC). IEEE. https://doi.org/10.1109/fdtc53659.2021.00017","Won, Yoo-Seung, and Shivam Bhasin. 2021. “Are Cold Boot Attacks Still Feasible: A Case Study on Raspberry Pi With Stacked Memory.” 2021 Workshop on Fault Detection and Tolerance in Cryptography (FDTC). IEEE. https://doi.org/10.1109/fdtc53659.2021.00017.","Won, Y.-S. and Bhasin, S. (2021) “Are Cold Boot Attacks Still Feasible: A Case Study on Raspberry Pi With Stacked Memory,” 2021 Workshop on Fault Detection and Tolerance in Cryptography (FDTC). 2021 Workshop on Fault Detection and Tolerance in Cryptography (FDTC), IEEE. Available at: https://doi.org/10.1109/fdtc53659.2021.00017.","Won Y-S, Bhasin S. Are Cold Boot Attacks Still Feasible: A Case Study on Raspberry Pi With Stacked Memory. 2021 Workshop on Fault Detection and Tolerance in Cryptography (FDTC) 2021. https://doi.org/10.1109/fdtc53659.2021.00017."
"10.1109/CTCEEC.2017.8455056","Sriyanka, and Siddarama R. Patil. “Smart Environmental Monitoring through Internet of Things (IoT) Using RaspberryPi 3.” 2017 International Conference on Current Trends in Computer, Electrical, Electronics and Communication (CTCEEC), IEEE, Sept. 2017. Crossref, https://doi.org/10.1109/ctceec.2017.8455056.","Sriyanka, & Patil, S. R. (2017). Smart Environmental Monitoring through Internet of Things (IoT) using RaspberryPi 3. In 2017 International Conference on Current Trends in Computer, Electrical, Electronics and Communication (CTCEEC). 2017 International Conference on Current Trends in Computer, Electrical, Electronics and Communication (CTCEEC). IEEE. https://doi.org/10.1109/ctceec.2017.8455056","Sriyanka, and Siddarama R Patil. 2017. “Smart Environmental Monitoring through Internet of Things (IoT) Using RaspberryPi 3.” 2017 International Conference on Current Trends in Computer, Electrical, Electronics and Communication (CTCEEC). IEEE. https://doi.org/10.1109/ctceec.2017.8455056.","Sriyanka and Patil, S.R. (2017) “Smart Environmental Monitoring through Internet of Things (IoT) using RaspberryPi 3,” 2017 International Conference on Current Trends in Computer, Electrical, Electronics and Communication (CTCEEC). 2017 International Conference on Current Trends in Computer, Electrical, Electronics and Communication (CTCEEC), IEEE. Available at: https://doi.org/10.1109/ctceec.2017.8455056.","Sriyanka, Patil SR. Smart Environmental Monitoring through Internet of Things (IoT) using RaspberryPi 3. 2017 International Conference on Current Trends in Computer, Electrical, Electronics and Communication (CTCEEC) 2017. https://doi.org/10.1109/ctceec.2017.8455056."
"10.1109/STA.2014.7086757","Lamine, Hayet, and Hafedh Abid. “Remote Control of a Domestic Equipment from an Android Application Based on Raspberry Pi Card.” 2014 15th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA), IEEE, Dec. 2014. Crossref, https://doi.org/10.1109/sta.2014.7086757.","Lamine, H., & Abid, H. (2014). Remote control of a domestic equipment from an Android application based on Raspberry pi card. In 2014 15th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA). 2014 15th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA). IEEE. https://doi.org/10.1109/sta.2014.7086757","Lamine, Hayet, and Hafedh Abid. 2014. “Remote Control of a Domestic Equipment from an Android Application Based on Raspberry Pi Card.” 2014 15th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA). IEEE. https://doi.org/10.1109/sta.2014.7086757.","Lamine, H. and Abid, H. (2014) “Remote control of a domestic equipment from an Android application based on Raspberry pi card,” 2014 15th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA). 2014 15th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA), IEEE. Available at: https://doi.org/10.1109/sta.2014.7086757.","Lamine H, Abid H. Remote control of a domestic equipment from an Android application based on Raspberry pi card. 2014 15th International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA) 2014. https://doi.org/10.1109/sta.2014.7086757."
